Date	Transfection.Type	Cell.Label	Temperature	Std	IntDen	cellID
200117	GFP-V60	B	41.7	1890.56031	816161.3213	200117.GFP-V60.B
200117	GFP-V60	B	41.9	1866.73969	816161.3213	200117.GFP-V60.B
200117	GFP-V60	B	42.1	1878.11488	816161.3213	200117.GFP-V60.B
200117	GFP-V60	B	42.3	1896.62413	816161.3213	200117.GFP-V60.B
200117	GFP-V60	B	42.5	1882.95427	816161.3213	200117.GFP-V60.B
200117	GFP-V60	B	42.6	1883.66797	816161.3213	200117.GFP-V60.B
200117	GFP-V60	B	42.8	1942.66755	816161.3213	200117.GFP-V60.B
200117	GFP-V60	B	42.9	1868.43493	816161.3213	200117.GFP-V60.B
200124	GFP-V60	A	18.3	1920.81621	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	18.5	1978.16421	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	18.6	1918.20685	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	18.7	1941.40445	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	18.8	1919.26384	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	18.9	1929.56116	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	19	1922.75709	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	19.1	1932.65213	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	19.3	1942.60628	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	19.4	1956.97474	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	19.5	1937.52346	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	19.7	1931.05577	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	19.9	1933.30417	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	20.1	1935.14396	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	20.2	1950.58315	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	20.4	1950.45265	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	20.5	1976.18789	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	20.7	1935.75917	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	20.8	1962.79866	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	20.9	1994.8748	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	21	1987.76203	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	21.2	1974.92233	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	21.4	1960.22008	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	21.6	1966.64475	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	21.7	1992.67963	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	21.9	1982.66009	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	22.1	1957.21389	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	22.4	1979.88939	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	22.7	1970.1999	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	22.9	1990.12942	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	23.2	1924.42673	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	23.4	1913.26943	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	23.7	1875.77598	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	24.1	1875.61674	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	24.5	1851.51413	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	24.8	1798.75778	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	25.1	1804.17132	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	25.4	1795.45897	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	25.8	1797.93891	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	26.2	1795.89447	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	26.5	1821.60106	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	26.9	1780.95098	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	27.3	1809.17861	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	27.6	1802.20661	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	27.9	1829.17954	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	28.3	1822.5539	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	28.7	1824.07789	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	29.1	1836.96484	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	29.5	1801.10114	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	29.9	1801.68921	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	30.3	1799.6776	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	30.7	1804.89504	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	31.1	1831.55144	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	31.5	1834.46713	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	31.8	1829.0643	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	32.2	1778.80547	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	32.6	1793.13125	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	33	1814.9181	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	33.4	1848.62474	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	33.7	1878.8791	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	34.1	1898.69745	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	34.4	1934.14208	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	34.7	1963.75085	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	35	1985.86739	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	35.3	2035.6516	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	35.5	2197.5454	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	35.7	2402.06438	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	35.9	2767.28018	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	36.1	2960.78239	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	36.2	3174.67445	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	36.4	3379.45092	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	36.6	3367.19665	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	36.8	3452.44224	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37	3528.49778	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37.1	3717.35562	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37.2	3822.10762	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37.4	3776.353	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37.5	3806.63794	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37.6	3904.42889	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37.7	3919.12179	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	37.8	3979.33141	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	38	4140.03134	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	38.1	4184.98761	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	38.3	4235.46288	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	38.4	4321.39642	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	38.6	4375.96436	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	38.8	4532.11407	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	39	4504.48959	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	39.2	4621.52235	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	39.3	4690.99794	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	39.5	4767.08716	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	39.7	4869.79299	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	39.9	4899.60333	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	40.1	4898.38154	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	40.3	5001.44368	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	40.5	5028.9141	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	40.7	4990.58012	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	40.9	4950.51248	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	41.1	4980.39691	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	41.3	4907.82086	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	41.5	4923.21207	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	41.7	4797.30451	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	41.9	4815.55057	741962.6589	200124.GFP-V60.A
200124	GFP-V60	A	42.1	4905.61256	741962.6589	200124.GFP-V60.A
200124	GFP-V60	B	18.3	1849.21992	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	18.5	1935.60701	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	18.6	1871.30156	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	18.7	1901.68029	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	18.8	1894.03779	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	18.9	1896.27905	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	19	1881.02709	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	19.1	1890.56828	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	19.3	1909.6154	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	19.4	1898.80214	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	19.5	1890.26746	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	19.7	1869.56677	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	19.9	1850.88538	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	20.1	1842.8811	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	20.2	1809.35962	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	20.4	1794.34162	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	20.5	1761.21162	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	20.7	1754.2459	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	20.8	1716.9583	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	20.9	1696.1614	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	21	1660.7656	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	21.2	1634.25261	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	21.4	1593.9307	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	21.6	1549.06574	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	21.7	1484.44321	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	21.9	1444.3579	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	22.1	1421.81415	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	22.4	1327.50855	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	22.7	1268.49936	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	22.9	1149.97927	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	23.2	1231.42559	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	23.4	1048.76462	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	23.7	959.10618	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	24.1	903.96332	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	24.5	880.4104	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	24.8	836.57158	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	25.1	788.61476	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	25.4	789.44769	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	25.8	747.18228	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	26.2	755.47054	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	26.5	700.93302	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	26.9	705.28875	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	27.3	695.94374	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	27.6	691.9557	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	27.9	682.88562	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	28.3	678.51121	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	28.7	635.01878	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	29.1	616.62821	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	29.5	631.29827	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	29.9	615.43896	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	30.3	639.72725	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	30.7	634.39359	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	31.1	646.25592	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	31.5	669.15963	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	31.8	637.95415	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	32.2	624.50219	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	32.6	580.04062	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	33	641.89223	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	33.4	614.79119	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	33.7	632.95828	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	34.1	585.9452	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	34.4	560.16147	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	34.7	569.25973	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	35	601.42763	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	35.3	577.28531	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	35.5	605.31215	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	35.7	648.81183	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	35.9	608.00788	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	36.1	698.38065	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	36.2	752.54003	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	36.4	959.30883	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	36.6	996.76342	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	36.8	1168.97621	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37	1238.64025	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37.1	1247.07628	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37.2	1451.39525	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37.4	1310.43468	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37.5	1321.44906	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37.6	1170.54294	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37.7	1317.95337	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	37.8	1317.65483	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	38	1434.69209	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	38.1	1484.46878	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	38.3	1426.34226	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	38.4	1381.56764	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	38.6	1420.14805	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	38.8	1468.14071	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	39	1483.71018	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	39.2	1375.03596	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	39.3	1500.164	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	39.5	1441.93108	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	39.7	1531.03481	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	39.9	1503.81088	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	40.1	1573.94492	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	40.3	1483.42277	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	40.5	1526.50298	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	40.7	1393.58624	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	40.9	1518.63732	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	41.1	1411.52138	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	41.3	1592.94904	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	41.5	1671.37873	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	41.7	1740.98396	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	41.9	1622.55622	605529.8723	200124.GFP-V60.B
200124	GFP-V60	B	42.1	1616.91404	605529.8723	200124.GFP-V60.B
200124	GFP-V60	C	18.3	1466.3686	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	18.5	1627.91107	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	18.6	1558.63286	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	18.7	1627.51294	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	18.8	1610.09298	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	18.9	1631.08146	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	19	1624.39449	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	19.1	1624.43393	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	19.3	1634.61329	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	19.4	1639.86594	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	19.5	1647.41838	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	19.7	1653.83607	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	19.9	1658.7576	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	20.1	1658.99843	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	20.2	1670.43675	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	20.4	1660.07009	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	20.5	1684.41188	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	20.7	1675.628	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	20.8	1679.06248	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	20.9	1704.56594	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	21	1704.47941	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	21.2	1713.24123	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	21.4	1711.20873	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	21.6	1722.06119	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	21.7	1740.28702	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	21.9	1795.81597	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	22.1	1785.84416	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	22.4	1792.58129	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	22.7	1842.57275	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	22.9	1864.2212	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	23.2	1844.0796	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	23.4	1813.90745	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	23.7	1805.0968	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	24.1	1806.69649	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	24.5	1782.8504	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	24.8	1780.2512	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	25.1	1745.68422	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	25.4	1749.76357	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	25.8	1752.5942	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	26.2	1748.43427	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	26.5	1870.53319	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	26.9	1822.93681	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	27.3	1765.5753	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	27.6	1751.53243	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	27.9	1762.24704	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	28.3	1831.97521	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	28.7	1822.55149	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	29.1	1821.79717	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	29.5	1804.41635	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	29.9	1803.50857	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	30.3	1874.95727	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	30.7	1850.53201	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	31.1	1856.94124	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	31.5	1912.70249	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	31.8	1964.62442	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	32.2	1983.10689	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	32.6	1997.76406	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	33	1986.10169	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	33.4	2001.73558	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	33.7	2004.35566	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	34.1	1906.282	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	34.4	1907.42892	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	34.7	1916.31673	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	35	1942.9395	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	35.3	1987.3867	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	35.5	2082.32396	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	35.7	2168.80066	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	35.9	2308.48036	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	36.1	2469.21971	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	36.2	2630.6545	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	36.4	2774.1543	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	36.6	2966.70401	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	36.8	3039.26352	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37	3203.68953	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37.1	3282.24812	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37.2	3374.21462	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37.4	3380.57021	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37.5	3442.89514	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37.6	3561.39102	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37.7	3715.39912	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	37.8	3696.65012	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	38	3685.41322	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	38.1	3777.25589	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	38.3	3875.46122	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	38.4	3932.10742	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	38.6	4034.77969	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	38.8	4174.94585	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	39	4188.6087	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	39.2	4248.77085	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	39.3	4255.64665	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	39.5	4275.23743	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	39.7	4417.56265	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	39.9	4343.58907	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	40.1	4281.83224	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	40.3	4346.04889	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	40.5	4362.19909	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	40.7	4374.32073	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	40.9	4316.9324	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	41.1	4372.66334	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	41.3	4454.32076	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	41.5	4342.15721	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	41.7	4563.93189	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	41.9	4494.29677	750070.4256	200124.GFP-V60.C
200124	GFP-V60	C	42.1	4646.41987	750070.4256	200124.GFP-V60.C
200124	GFP-V60	D	18.3	476.48556	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	18.5	456.37128	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	18.6	501.75055	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	18.7	509.01651	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	18.8	506.23891	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	18.9	520.72037	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	19	544.10684	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	19.1	525.53988	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	19.3	538.40289	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	19.4	538.78262	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	19.5	531.93171	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	19.7	559.14038	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	19.9	538.98185	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	20.1	550.18881	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	20.2	550.14524	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	20.4	540.24462	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	20.5	563.33187	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	20.7	556.30592	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	20.8	581.06021	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	20.9	569.67672	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	21	569.31559	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	21.2	562.32719	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	21.4	582.64829	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	21.6	574.42885	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	21.7	586.60528	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	21.9	584.73105	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	22.1	610.6946	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	22.4	634.70399	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	22.7	599.66173	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	22.9	596.84207	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	23.2	607.54844	162133.8077	200124.GFP-V60.D
200124	GFP-V60	D	23.4	628.60354	162133.8077	200124.GFP-V60.D
